Timestamp,Apparent (VA),Active (W)
2022-11-07 16:34:10,6.5,1.75
2022-11-07 16:34:11,7.44,2.17
2022-11-07 16:34:12,7.28,2.14
2022-11-07 16:34:13,7.86,2.45
2022-11-07 16:34:14,7.27,2.14
2022-11-07 16:34:15,7.73,2.4
2022-11-07 16:34:16,7.22,2.31
2022-11-07 16:34:17,7.45,2.25
2022-11-07 16:34:18,7.77,2.52
2022-11-07 16:34:19,7.64,2.39
2022-11-07 16:34:20,7.01,2.04
2022-11-07 16:34:21,7.46,2.24
2022-11-07 16:34:22,21.66,8.99
2022-11-07 16:34:23,13.77,6.89
2022-11-07 16:34:24,13.45,6.7
2022-11-07 16:34:25,13.3,6.46
2022-11-07 16:34:26,186.81,158.54
2022-11-07 16:34:27,24.65,17.18
2022-11-07 16:34:28,20.9,13.96
2022-11-07 16:34:29,20.14,13.13
2022-11-07 16:34:30,21.27,14.28
2022-11-07 16:34:31,21.12,14.07
2022-11-07 16:34:32,20.64,13.77
2022-11-07 16:34:33,20.56,13.66
2022-11-07 16:34:34,19.91,12.88
2022-11-07 16:34:35,20.12,13.31
2022-11-07 16:34:36,20.21,13.58
2022-11-07 16:34:37,19.85,12.98
2022-11-07 16:34:38,20.13,13.05
2022-11-07 16:34:39,25.92,18.4
2022-11-07 16:34:40,37.63,27.02
2022-11-07 16:34:41,41.58,29.35
2022-11-07 16:34:42,42.26,29.81
2022-11-07 16:34:43,42.09,29.92
2022-11-07 16:34:44,41.91,29.62
2022-11-07 16:34:45,42.66,30.25
2022-11-07 16:34:46,43.2,30.59
2022-11-07 16:34:47,43.52,30.76
2022-11-07 16:34:48,43.4,30.66
2022-11-07 16:34:49,43.61,30.79
2022-11-07 16:34:50,43.78,31.13
2022-11-07 16:34:51,43.85,30.89
2022-11-07 16:34:52,43.74,30.95
2022-11-07 16:34:53,43.96,30.98
2022-11-07 16:34:54,43.79,30.92
2022-11-07 16:34:55,43.85,30.79
2022-11-07 16:34:56,44.02,30.92
2022-11-07 16:34:57,44.11,30.78
2022-11-07 16:34:58,44.29,31.11
2022-11-07 16:34:59,43.42,30.81
2022-11-07 16:35:00,43.33,30.61
2022-11-07 16:35:01,43.5,30.55
2022-11-07 16:35:02,43.91,31.01
2022-11-07 16:35:03,43.47,30.72
2022-11-07 16:35:04,42.79,30.05
2022-11-07 16:35:05,43.89,30.74
2022-11-07 16:35:06,43.58,30.76
2022-11-07 16:35:07,43.9,30.68
2022-11-07 16:35:08,43.1,30.32
2022-11-07 16:35:09,43.03,30.33
2022-11-07 16:35:10,43.88,30.94
2022-11-07 16:35:11,43.59,30.63
2022-11-07 16:35:12,43.42,30.55
2022-11-07 16:35:13,43.08,30.14
