Timestamp,Apparent (VA),Active (W)
2022-11-07 16:01:27,202.44,115.69
2022-11-07 16:01:28,202.52,115.69
2022-11-07 16:01:29,202.95,116.81
2022-11-07 16:01:30,202.75,116.9
2022-11-07 16:01:31,201.39,115.93
2022-11-07 16:01:32,201.76,116.13
2022-11-07 16:01:33,201.58,116.77
2022-11-07 16:01:34,201.57,116.03
2022-11-07 16:01:35,201.36,116.6
2022-11-07 16:01:36,202.06,116.85
2022-11-07 16:01:37,201.31,116.45
2022-11-07 16:01:38,201.07,116.49
2022-11-07 16:01:39,200.4,116.55
2022-11-07 16:01:40,201.24,115.92
2022-11-07 16:01:41,201.75,116.51
2022-11-07 16:01:42,202.22,115.95
2022-11-07 16:01:43,202.11,116.13
2022-11-07 16:01:44,202.06,116.45
2022-11-07 16:01:45,217.22,122.32
2022-11-07 16:01:46,204.55,112.59
2022-11-07 16:01:47,358.11,265.31
2022-11-07 16:01:48,221.03,138.81
2022-11-07 16:01:49,211.73,131.13
2022-11-07 16:01:50,210.4,130.01
2022-11-07 16:01:51,210.87,131.35
2022-11-07 16:01:52,209.9,130.75
2022-11-07 16:01:53,210.11,131.15
2022-11-07 16:01:54,209.21,130.27
2022-11-07 16:01:55,210.05,130.45
2022-11-07 16:01:56,210.67,130.58
2022-11-07 16:01:57,211.28,130.87
2022-11-07 16:01:58,212.21,130.48
2022-11-07 16:01:59,212.05,130.44
2022-11-07 16:02:00,211.86,130.21
2022-11-07 16:02:01,211.62,129.71
2022-11-07 16:02:02,212.29,130.42
2022-11-07 16:02:03,212.96,130.99
2022-11-07 16:02:04,212.27,129.43
2022-11-07 16:02:05,211.8,129.5
2022-11-07 16:02:06,212.18,129.44
2022-11-07 16:02:07,210.97,128.7
2022-11-07 16:02:08,210.24,129.16
2022-11-07 16:02:09,212.01,129.99
2022-11-07 16:02:10,212.65,131.19
2022-11-07 16:02:11,213.12,130.98
2022-11-07 16:02:12,213.29,132.01
2022-11-07 16:02:13,217.34,134.58
2022-11-07 16:02:14,228.56,141.34
2022-11-07 16:02:15,236.61,145.41
2022-11-07 16:02:16,234.23,143.87
2022-11-07 16:02:17,231.78,143.56
2022-11-07 16:02:18,234.5,144.31
2022-11-07 16:02:19,244.37,154.87
2022-11-07 16:02:20,247.81,155.0
2022-11-07 16:02:21,244.18,152.13
2022-11-07 16:02:22,293.86,205.43
2022-11-07 16:02:23,292.26,202.48
2022-11-07 16:02:24,288.97,200.24
2022-11-07 16:02:25,299.28,209.25
2022-11-07 16:02:26,307.26,217.89
2022-11-07 16:02:27,322.31,230.74
2022-11-07 16:02:28,339.04,244.68
2022-11-07 16:02:29,351.3,255.52
2022-11-07 16:02:30,361.87,263.54
2022-11-07 16:02:31,367.4,270.58
2022-11-07 16:02:32,379.92,278.98
2022-11-07 16:02:33,392.44,286.84
2022-11-07 16:02:34,398.74,293.19
2022-11-07 16:02:35,408.84,300.67
2022-11-07 16:02:36,421.23,311.87
2022-11-07 16:02:37,438.53,325.28
2022-11-07 16:02:38,459.3,341.06
2022-11-07 16:02:39,462.38,344.69
2022-11-07 16:02:40,450.92,334.3
2022-11-07 16:02:41,464.33,344.61
2022-11-07 16:02:42,474.24,354.11
2022-11-07 16:02:43,488.56,363.93
2022-11-07 16:02:44,501.5,374.42
2022-11-07 16:02:45,517.01,385.36
2022-11-07 16:02:46,533.98,397.72
2022-11-07 16:02:47,545.98,408.02
2022-11-07 16:02:48,566.1,420.24
2022-11-07 16:02:49,580.57,430.96
2022-11-07 16:02:50,593.21,439.38
2022-11-07 16:02:51,603.78,449.57
2022-11-07 16:02:52,615.83,457.53
2022-11-07 16:02:53,626.4,467.48
2022-11-07 16:02:54,636.23,474.98
2022-11-07 16:02:55,646.68,481.95
2022-11-07 16:02:56,656.28,489.42
2022-11-07 16:02:57,666.42,497.25
2022-11-07 16:02:58,672.39,503.9
2022-11-07 16:02:59,684.62,509.82
2022-11-07 16:03:00,691.45,515.0
2022-11-07 16:03:01,702.42,523.47
2022-11-07 16:03:02,708.09,529.1
2022-11-07 16:03:03,712.22,533.82
2022-11-07 16:03:04,722.66,539.43
2022-11-07 16:03:05,726.63,543.01
2022-11-07 16:03:06,735.15,547.39
2022-11-07 16:03:07,737.31,550.74
2022-11-07 16:03:08,739.19,551.91
2022-11-07 16:03:09,742.53,554.44
2022-11-07 16:03:10,746.53,557.97
2022-11-07 16:03:11,752.1,559.08
2022-11-07 16:03:12,752.29,561.19
2022-11-07 16:03:13,764.03,568.24
2022-11-07 16:03:14,768.76,574.05
2022-11-07 16:03:15,785.77,584.09
2022-11-07 16:03:16,791.71,589.65
2022-11-07 16:03:17,799.99,596.26
2022-11-07 16:03:18,817.12,605.4
2022-11-07 16:03:19,824.54,612.85
2022-11-07 16:03:20,840.32,622.6
2022-11-07 16:03:21,850.63,631.08
2022-11-07 16:03:22,860.4,638.93
2022-11-07 16:03:23,861.74,640.91
2022-11-07 16:03:24,867.94,646.35
2022-11-07 16:03:25,873.89,651.22
2022-11-07 16:03:26,877.88,655.01
2022-11-07 16:03:27,885.79,659.47
2022-11-07 16:03:28,891.14,666.87
2022-11-07 16:03:29,903.63,675.03
2022-11-07 16:03:30,912.73,681.18
2022-11-07 16:03:31,916.85,684.08
2022-11-07 16:03:32,925.05,688.99
2022-11-07 16:03:33,935.54,697.51
2022-11-07 16:03:34,947.19,707.63
2022-11-07 16:03:35,963.8,717.78
2022-11-07 16:03:36,971.61,726.28
2022-11-07 16:03:37,981.22,733.91
2022-11-07 16:03:38,990.37,743.08
2022-11-07 16:03:39,1003.55,750.87
2022-11-07 16:03:40,1014.24,760.67
2022-11-07 16:03:41,1023.9,766.54
2022-11-07 16:03:42,1030.08,773.43
2022-11-07 16:03:43,1041.81,780.11
2022-11-07 16:03:44,1050.61,789.04
2022-11-07 16:03:45,1068.72,801.51
2022-11-07 16:03:46,1078.58,811.62
2022-11-07 16:03:47,1090.87,819.33
2022-11-07 16:03:48,1101.56,829.02
2022-11-07 16:03:49,1116.12,839.35
2022-11-07 16:03:50,1123.49,846.02
2022-11-07 16:03:51,1134.37,853.72
2022-11-07 16:03:52,1143.62,862.23
2022-11-07 16:03:53,1151.01,871.53
2022-11-07 16:03:54,1161.4,881.97
2022-11-07 16:03:55,1169.29,891.22
2022-11-07 16:03:56,1181.58,900.38
2022-11-07 16:03:57,1183.16,907.35
2022-11-07 16:03:58,1191.3,915.78
2022-11-07 16:03:59,1193.13,924.12
2022-11-07 16:04:00,1197.56,929.73
2022-11-07 16:04:01,1204.27,935.8
2022-11-07 16:04:02,1214.05,945.66
2022-11-07 16:04:03,1225.7,957.82
2022-11-07 16:04:04,1228.94,964.31
2022-11-07 16:04:05,1232.94,971.97
2022-11-07 16:04:06,1240.29,981.74
2022-11-07 16:04:07,1242.32,989.43
2022-11-07 16:04:08,1249.94,998.38
2022-11-07 16:04:09,1256.95,1008.19
2022-11-07 16:04:10,1263.11,1014.29
2022-11-07 16:04:11,1268.32,1023.87
2022-11-07 16:04:12,1270.95,1030.14
2022-11-07 16:04:13,1273.57,1038.85
2022-11-07 16:04:14,1284.31,1051.21
2022-11-07 16:04:15,1289.19,1063.09
2022-11-07 16:04:16,1287.61,1070.03
2022-11-07 16:04:17,1295.01,1078.71
2022-11-07 16:04:18,1301.54,1085.87
2022-11-07 16:04:19,1311.1,1095.77
2022-11-07 16:04:20,1313.87,1102.52
2022-11-07 16:04:21,1316.9,1108.13
2022-11-07 16:04:22,1325.36,1114.43
2022-11-07 16:04:23,1330.68,1120.81
2022-11-07 16:04:24,1344.57,1132.28
2022-11-07 16:04:25,1350.88,1142.66
2022-11-07 16:04:26,1357.8,1152.16
2022-11-07 16:04:27,1363.89,1161.53
2022-11-07 16:04:28,1369.49,1171.02
2022-11-07 16:04:29,1380.89,1182.49
2022-11-07 16:04:30,1388.75,1198.14
2022-11-07 16:04:31,1398.4,1217.72
2022-11-07 16:04:32,1419.63,1237.45
2022-11-07 16:04:33,1438.99,1260.7
2022-11-07 16:04:34,1463.52,1285.71
2022-11-07 16:04:35,1483.6,1315.18
2022-11-07 16:04:36,1502.68,1339.4
2022-11-07 16:04:37,1519.71,1365.97
2022-11-07 16:04:38,1535.08,1390.23
2022-11-07 16:04:39,1560.21,1417.6
2022-11-07 16:04:40,1583.77,1445.48
2022-11-07 16:04:41,1610.86,1475.37
2022-11-07 16:04:42,1632.04,1500.9
2022-11-07 16:04:43,1657.88,1528.95
2022-11-07 16:04:44,1682.25,1559.65
2022-11-07 16:04:45,1710.33,1588.07
2022-11-07 16:04:46,1740.95,1623.8
2022-11-07 16:04:47,1768.23,1653.04
2022-11-07 16:04:48,1790.33,1678.66
2022-11-07 16:04:49,1824.39,1717.67
2022-11-07 16:04:50,1848.83,1743.07
2022-11-07 16:04:51,1871.13,1768.82
2022-11-07 16:04:52,1895.4,1793.8
2022-11-07 16:04:53,1930.89,1832.76
2022-11-07 16:04:54,1965.19,1868.76
2022-11-07 16:04:55,1997.28,1906.27
2022-11-07 16:04:56,2015.94,1926.98
2022-11-07 16:04:57,2049.27,1963.14
2022-11-07 16:04:58,2079.67,1996.74
2022-11-07 16:04:59,2106.1,2024.61
2022-11-07 16:05:00,2113.91,2036.6
2022-11-07 16:05:01,2129.96,2052.91
2022-11-07 16:05:02,2147.63,2073.01
2022-11-07 16:05:03,2181.19,2107.46
2022-11-07 16:05:04,2206.55,2136.46
2022-11-07 16:05:05,2193.32,2122.44
2022-11-07 16:05:06,2220.02,2150.02
2022-11-07 16:05:07,2241.13,2172.68
2022-11-07 16:05:08,2265.94,2198.75
2022-11-07 16:05:09,2283.16,2217.39
2022-11-07 16:05:10,2306.34,2241.35
2022-11-07 16:05:11,2307.99,2242.95
2022-11-07 16:05:12,2348.94,2284.79
2022-11-07 16:05:13,2325.47,2261.01
2022-11-07 16:05:14,2317.22,2252.47
2022-11-07 16:05:15,2314.23,2250.05
2022-11-07 16:05:16,2310.9,2244.93
2022-11-07 16:05:17,2309.61,2244.55
2022-11-07 16:05:18,2306.87,2240.13
2022-11-07 16:05:19,2309.47,2244.72
2022-11-07 16:05:20,2360.89,2296.5
2022-11-07 16:05:21,2318.54,2256.04
2022-11-07 16:05:22,2280.26,2214.82
2022-11-07 16:05:23,2277.0,2209.51
2022-11-07 16:05:24,2288.16,2222.76
2022-11-07 16:05:25,2319.06,2254.46
2022-11-07 16:05:26,2325.09,2263.34
2022-11-07 16:05:27,2326.31,2263.98
2022-11-07 16:05:28,2343.34,2280.43
2022-11-07 16:05:29,2412.37,2350.76
2022-11-07 16:05:30,2392.48,2334.0
2022-11-07 16:05:31,2341.79,2280.74
2022-11-07 16:05:32,2348.23,2285.0
2022-11-07 16:05:33,2344.97,2282.57
2022-11-07 16:05:34,2365.68,2302.16
2022-11-07 16:05:35,2353.54,2292.42
2022-11-07 16:05:36,2339.69,2276.08
2022-11-07 16:05:37,2334.44,2271.44
2022-11-07 16:05:38,2321.41,2257.43
2022-11-07 16:05:39,2319.48,2256.58
2022-11-07 16:05:40,2329.37,2265.52
2022-11-07 16:05:41,2349.5,2286.19
2022-11-07 16:05:42,2375.97,2314.16
2022-11-07 16:05:43,2380.34,2318.94
2022-11-07 16:05:44,2391.13,2329.64
2022-11-07 16:05:45,2398.93,2336.69
2022-11-07 16:05:46,2406.58,2344.83
2022-11-07 16:05:47,2409.06,2348.07
