Timestamp,Apparent (VA),Active (W)
2022-09-29 10:39:32,17.49,11.13
2022-09-29 10:39:33,17.32,10.84
2022-09-29 10:39:34,17.83,11.44
2022-09-29 10:39:35,17.91,11.59
2022-09-29 10:39:36,17.75,11.28
2022-09-29 10:39:37,17.96,11.56
2022-09-29 10:39:38,17.97,11.71
2022-09-29 10:39:39,17.79,11.54
2022-09-29 10:39:40,18.57,12.27
2022-09-29 10:39:41,18.51,12.16
2022-09-29 10:39:42,18.38,12.28
2022-09-29 10:39:43,18.58,12.26
2022-09-29 10:39:44,18.27,11.82
2022-09-29 10:39:45,18.08,11.89
2022-09-29 10:39:46,18.17,11.87
2022-09-29 10:39:47,17.81,11.33
2022-09-29 10:39:48,17.62,11.19
2022-09-29 10:39:49,17.54,11.07
2022-09-29 10:39:50,17.03,10.46
2022-09-29 10:39:51,17.23,10.75
2022-09-29 10:39:52,18.09,11.64
2022-09-29 10:39:53,18.0,11.62
2022-09-29 10:39:54,17.86,11.35
2022-09-29 10:39:55,18.02,11.73
2022-09-29 10:39:56,17.9,11.4
2022-09-29 10:39:57,18.71,12.51
2022-09-29 10:39:58,17.66,11.35
2022-09-29 10:39:59,17.41,10.96
2022-09-29 10:40:00,18.12,11.9
2022-09-29 10:40:01,17.86,11.22
2022-09-29 10:40:02,17.57,11.17
2022-09-29 10:40:03,18.1,11.77
2022-09-29 10:40:04,18.07,11.67
2022-09-29 10:40:05,18.77,12.55
2022-09-29 10:40:06,19.0,12.8
2022-09-29 10:40:07,18.41,12.14
2022-09-29 10:40:08,18.84,12.7
2022-09-29 10:40:09,18.1,11.81
2022-09-29 10:40:10,18.69,12.32
2022-09-29 10:40:11,19.12,12.91
2022-09-29 10:40:12,18.39,12.17
2022-09-29 10:40:13,18.23,11.89
2022-09-29 10:40:14,18.68,12.54
2022-09-29 10:40:15,18.66,12.4
2022-09-29 10:40:16,18.47,12.16
2022-09-29 10:40:17,18.7,12.41
2022-09-29 10:40:18,18.51,12.28
2022-09-29 10:40:19,17.63,11.0
2022-09-29 10:40:20,17.27,10.72
2022-09-29 10:40:21,17.02,10.42
2022-09-29 10:40:22,17.2,10.76
2022-09-29 10:40:23,17.62,11.4
2022-09-29 10:40:24,17.36,10.99
