Timestamp,Apparent (VA),Active (W)
2022-11-08 10:39:23,23.97,13.5
2022-11-08 10:39:24,23.72,13.2
2022-11-08 10:39:25,23.55,13.0
2022-11-08 10:39:26,24.05,13.35
2022-11-08 10:39:27,23.69,13.22
2022-11-08 10:39:28,23.87,13.27
2022-11-08 10:39:29,23.98,13.35
2022-11-08 10:39:30,23.91,13.21
2022-11-08 10:39:31,24.07,13.32
2022-11-08 10:39:32,24.05,13.58
2022-11-08 10:39:33,69.21,57.78
2022-11-08 10:39:34,32.18,21.26
2022-11-08 10:39:35,33.02,21.97
2022-11-08 10:39:36,32.66,21.75
2022-11-08 10:39:37,32.84,21.81
2022-11-08 10:39:38,32.59,21.43
2022-11-08 10:39:39,32.35,21.14
2022-11-08 10:39:40,32.36,21.15
2022-11-08 10:39:41,32.05,21.0
2022-11-08 10:39:42,32.18,20.85
2022-11-08 10:39:43,32.15,20.81
2022-11-08 10:39:44,31.99,20.64
2022-11-08 10:39:45,32.16,20.72
2022-11-08 10:39:46,32.22,20.99
2022-11-08 10:39:47,32.09,20.98
2022-11-08 10:39:48,32.22,20.98
2022-11-08 10:39:49,32.01,20.6
2022-11-08 10:39:50,32.27,20.86
2022-11-08 10:39:51,32.29,20.82
2022-11-08 10:39:52,32.03,20.55
2022-11-08 10:39:53,32.35,20.95
2022-11-08 10:39:54,47.25,34.25
2022-11-08 10:39:55,64.5,48.0
2022-11-08 10:39:56,34.36,22.85
2022-11-08 10:39:57,68.08,50.78
2022-11-08 10:39:58,32.24,20.79
2022-11-08 10:39:59,72.84,54.85
2022-11-08 10:40:00,32.31,21.0
2022-11-08 10:40:01,68.01,51.1
2022-11-08 10:40:02,31.8,21.09
2022-11-08 10:40:03,30.11,19.96
2022-11-08 10:40:04,29.94,19.8
2022-11-08 10:40:05,29.97,19.9
2022-11-08 10:40:06,29.82,19.88
2022-11-08 10:40:07,29.89,19.9
2022-11-08 10:40:08,30.12,20.08
2022-11-08 10:40:09,30.05,19.91
2022-11-08 10:40:10,29.94,19.75
2022-11-08 10:40:11,30.06,20.02
2022-11-08 10:40:12,29.92,19.94
2022-11-08 10:40:13,29.89,19.78
2022-11-08 10:40:14,29.93,19.87
2022-11-08 10:40:15,29.88,19.78
2022-11-08 10:40:16,29.97,19.99
2022-11-08 10:40:17,30.17,20.18
2022-11-08 10:40:18,30.26,20.3
2022-11-08 10:40:19,30.58,20.35
2022-11-08 10:40:20,30.03,19.89
2022-11-08 10:40:21,30.55,20.34
2022-11-08 10:40:22,30.13,20.07
2022-11-08 10:40:23,30.2,19.94
2022-11-08 10:40:24,30.06,19.86
2022-11-08 10:40:25,30.32,20.09
2022-11-08 10:40:26,30.4,20.17
2022-11-08 10:40:27,29.94,19.73
2022-11-08 10:40:28,30.16,20.07
2022-11-08 10:40:29,30.24,20.22
2022-11-08 10:40:30,30.32,20.14
2022-11-08 10:40:31,30.17,20.01
2022-11-08 10:40:32,30.3,19.95
2022-11-08 10:40:33,30.57,20.41
