Timestamp,Apparent (VA),Active (W)
2022-11-09 10:00:06,124.56,80.56
2022-11-09 10:00:07,124.5,80.39
2022-11-09 10:00:08,124.51,80.31
2022-11-09 10:00:09,125.06,80.98
2022-11-09 10:00:10,124.88,80.96
2022-11-09 10:00:11,123.35,79.59
2022-11-09 10:00:12,124.62,80.23
2022-11-09 10:00:13,124.95,80.59
2022-11-09 10:00:14,124.33,79.89
2022-11-09 10:00:15,124.83,80.54
2022-11-09 10:00:16,124.5,80.05
2022-11-09 10:00:17,123.97,79.88
2022-11-09 10:00:18,125.05,80.42
2022-11-09 10:00:19,123.81,79.71
2022-11-09 10:00:20,125.22,80.59
2022-11-09 10:00:21,125.98,81.06
2022-11-09 10:00:22,125.36,81.07
2022-11-09 10:00:23,125.74,81.01
2022-11-09 10:00:24,125.98,81.02
2022-11-09 10:00:25,387.45,340.45
2022-11-09 10:00:26,192.37,148.4
2022-11-09 10:00:27,622.81,575.66
2022-11-09 10:00:28,263.21,223.17
2022-11-09 10:00:29,262.23,221.77
2022-11-09 10:00:30,262.83,221.95
2022-11-09 10:00:31,259.72,219.18
2022-11-09 10:00:32,260.15,218.92
2022-11-09 10:00:33,261.08,220.1
2022-11-09 10:00:34,587.1,544.59
2022-11-09 10:00:35,2102.04,2065.04
2022-11-09 10:00:36,2078.71,2042.58
2022-11-09 10:00:37,2063.77,2028.65
2022-11-09 10:00:38,2050.79,2015.26
2022-11-09 10:00:39,2040.64,2005.06
2022-11-09 10:00:40,2031.36,1996.01
2022-11-09 10:00:41,2025.12,1989.73
2022-11-09 10:00:42,2023.61,1988.4
2022-11-09 10:00:43,2019.36,1984.03
2022-11-09 10:00:44,1898.52,1858.74
2022-11-09 10:00:45,278.49,234.91
2022-11-09 10:00:46,284.28,240.8
2022-11-09 10:00:47,282.65,240.02
2022-11-09 10:00:48,282.84,240.06
2022-11-09 10:00:49,282.66,240.19
2022-11-09 10:00:50,281.4,238.67
2022-11-09 10:00:51,281.69,238.46
2022-11-09 10:00:52,282.27,239.16
2022-11-09 10:00:53,282.86,239.5
2022-11-09 10:00:54,283.09,239.74
2022-11-09 10:00:55,2057.15,2018.05
2022-11-09 10:00:56,2093.11,2056.73
2022-11-09 10:00:57,2077.26,2041.11
2022-11-09 10:00:58,2067.11,2030.44
2022-11-09 10:00:59,2058.21,2021.64
2022-11-09 10:01:00,2052.84,2016.59
2022-11-09 10:01:01,2046.93,2010.8
2022-11-09 10:01:02,2041.3,2005.3
2022-11-09 10:01:03,2039.23,2002.43
2022-11-09 10:01:04,1397.34,1357.04
2022-11-09 10:01:05,283.83,240.59
2022-11-09 10:01:06,283.11,239.71
2022-11-09 10:01:07,283.22,239.27
2022-11-09 10:01:08,283.06,239.21
2022-11-09 10:01:09,282.32,238.99
2022-11-09 10:01:10,282.71,239.71
2022-11-09 10:01:11,281.29,238.9
2022-11-09 10:01:12,283.83,239.87
2022-11-09 10:01:13,283.86,240.06
2022-11-09 10:01:14,852.99,811.17
2022-11-09 10:01:15,2799.5,2763.26
2022-11-09 10:01:16,2941.77,2906.55
2022-11-09 10:01:17,2921.37,2885.99
2022-11-09 10:01:18,2907.07,2871.8
2022-11-09 10:01:19,2894.83,2858.8
2022-11-09 10:01:20,2885.31,2849.45
2022-11-09 10:01:21,2877.0,2841.62
2022-11-09 10:01:22,2869.92,2834.37
2022-11-09 10:01:23,2868.61,2832.85
2022-11-09 10:01:24,2862.71,2826.77
2022-11-09 10:01:25,2850.33,2814.14
2022-11-09 10:01:26,2849.77,2813.99
2022-11-09 10:01:27,2847.88,2812.06
2022-11-09 10:01:28,2845.52,2809.68
2022-11-09 10:01:29,2844.19,2808.14
2022-11-09 10:01:30,2839.74,2804.28
2022-11-09 10:01:31,2839.45,2803.94
2022-11-09 10:01:32,2840.38,2804.68
2022-11-09 10:01:33,2840.54,2804.49
2022-11-09 10:01:34,2838.63,2803.05
2022-11-09 10:01:35,2838.52,2802.78
2022-11-09 10:01:36,2838.08,2802.34
2022-11-09 10:01:37,2833.74,2797.89
2022-11-09 10:01:38,2834.39,2799.34
2022-11-09 10:01:39,2836.08,2801.28
2022-11-09 10:01:40,2836.75,2801.57
2022-11-09 10:01:41,2835.92,2800.54
2022-11-09 10:01:42,2833.11,2798.27
2022-11-09 10:01:43,2832.43,2797.62
2022-11-09 10:01:44,2835.98,2800.61
2022-11-09 10:01:45,2834.68,2799.2
2022-11-09 10:01:46,2833.99,2798.85
2022-11-09 10:01:47,2832.44,2797.09
2022-11-09 10:01:48,2828.81,2793.54
2022-11-09 10:01:49,2829.56,2793.97
2022-11-09 10:01:50,2829.49,2794.25
2022-11-09 10:01:51,2832.01,2796.68
2022-11-09 10:01:52,2834.96,2799.01
2022-11-09 10:01:53,2835.54,2799.91
2022-11-09 10:01:54,2834.96,2799.3
2022-11-09 10:01:55,2833.43,2796.89
2022-11-09 10:01:56,2830.68,2794.41
2022-11-09 10:01:57,2826.65,2789.91
2022-11-09 10:01:58,2825.5,2788.89
2022-11-09 10:01:59,2824.47,2788.11
2022-11-09 10:02:00,2822.67,2785.99
2022-11-09 10:02:01,2823.16,2786.3
2022-11-09 10:02:02,2822.58,2786.15
2022-11-09 10:02:03,2825.79,2789.28
2022-11-09 10:02:04,2829.34,2792.31
2022-11-09 10:02:05,2827.97,2791.68
