Timestamp,Apparent (VA),Active (W)
2022-11-10 11:53:42,30.54,18.42
2022-11-10 11:53:43,30.86,18.78
2022-11-10 11:53:44,30.8,18.61
2022-11-10 11:53:45,30.63,18.74
2022-11-10 11:53:46,30.83,18.81
2022-11-10 11:53:47,30.87,18.98
2022-11-10 11:53:48,30.76,18.72
2022-11-10 11:53:49,30.88,18.89
2022-11-10 11:53:50,30.83,18.79
2022-11-10 11:53:51,30.67,18.66
2022-11-10 11:53:52,41.87,28.56
2022-11-10 11:53:53,63.08,50.9
2022-11-10 11:53:54,38.25,24.5
2022-11-10 11:53:55,48.19,33.75
2022-11-10 11:53:56,39.79,25.86
2022-11-10 11:53:57,70.96,52.37
2022-11-10 11:53:58,40.6,26.82
2022-11-10 11:53:59,70.12,51.62
2022-11-10 11:54:00,40.96,27.28
2022-11-10 11:54:01,68.17,50.04
2022-11-10 11:54:02,41.38,27.81
2022-11-10 11:54:03,68.59,49.98
2022-11-10 11:54:04,40.97,27.88
2022-11-10 11:54:05,35.73,23.97
2022-11-10 11:54:06,35.83,23.93
2022-11-10 11:54:07,35.49,23.79
2022-11-10 11:54:08,35.63,23.9
2022-11-10 11:54:09,35.62,23.91
2022-11-10 11:54:10,35.43,23.79
2022-11-10 11:54:11,35.78,23.97
2022-11-10 11:54:12,35.47,23.86
2022-11-10 11:54:13,35.81,24.04
2022-11-10 11:54:14,35.53,23.76
2022-11-10 11:54:15,35.46,23.8
2022-11-10 11:54:16,35.15,23.67
2022-11-10 11:54:17,35.15,23.52
2022-11-10 11:54:18,34.91,23.48
2022-11-10 11:54:19,35.27,23.69
2022-11-10 11:54:20,35.27,23.85
2022-11-10 11:54:21,35.17,23.61
2022-11-10 11:54:22,35.43,23.78
2022-11-10 11:54:23,35.09,23.63
2022-11-10 11:54:24,35.02,23.48
2022-11-10 11:54:25,35.2,23.71
2022-11-10 11:54:26,36.13,24.16
2022-11-10 11:54:27,35.67,23.88
2022-11-10 11:54:28,35.76,23.88
2022-11-10 11:54:29,35.6,23.97
2022-11-10 11:54:30,35.77,23.91
2022-11-10 11:54:31,35.57,23.76
2022-11-10 11:54:32,35.4,23.67
2022-11-10 11:54:33,35.62,23.86
2022-11-10 11:54:34,35.81,24.13
2022-11-10 11:54:35,35.83,24.09
2022-11-10 11:54:36,35.81,23.97
2022-11-10 11:54:37,35.87,24.0
2022-11-10 11:54:38,35.89,24.11
2022-11-10 11:54:39,35.98,24.02
2022-11-10 11:54:40,35.64,23.89
2022-11-10 11:54:41,34.87,23.52
2022-11-10 11:54:42,35.14,23.83
2022-11-10 11:54:43,34.96,23.74
2022-11-10 11:54:44,35.08,23.75
2022-11-10 11:54:45,35.43,23.85
2022-11-10 11:54:46,35.22,23.88
2022-11-10 11:54:47,35.06,23.78
2022-11-10 11:54:48,35.18,23.67
2022-11-10 11:54:49,34.81,23.63
2022-11-10 11:54:50,34.98,23.67
2022-11-10 11:54:51,35.18,23.75
2022-11-10 11:54:52,53.99,40.71
